17883.0,1.000000
17843.0,20.000000
17590.0,22.000000
17484.0,24.000000
17461.0,26.000000
17278.0,29.000000
17276.0,48.000000
17246.0,50.000000
17176.0,71.000000
17168.0,83.000000
17142.0,101.000000
17138.0,103.000000
17050.0,108.000000
17022.0,145.000000
16965.0,167.000000
16911.0,186.000000
16830.0,215.000000
16711.0,232.000000
16627.0,240.000000
16599.0,270.000000
16562.0,276.000000
16380.0,282.000000
16345.0,285.000000
16316.0,294.000000
16289.0,299.000000
16264.0,333.000000
16198.0,344.000000
16054.0,352.000000
16020.0,356.000000
15911.0,368.000000
15909.0,374.000000
15872.0,384.000000
15617.0,386.000000
15572.0,392.000000
15565.0,395.000000
15514.0,397.000000
15474.0,405.000000
15456.0,408.000000
15399.0,410.000000
15354.0,416.000000
15241.0,417.000000
15185.0,423.000000
15182.0,435.000000
15164.0,442.000000
15146.0,496.000000
15119.0,599.000000
15115.0,619.000000
15112.0,704.000000
15103.0,721.000000
15071.0,736.000000
15041.0,752.000000
15027.0,795.000000
15006.0,797.000000
15004.0,846.000000
14933.0,852.000000
14911.0,868.000000
14863.0,870.000000
14862.0,955.000000
14856.0,1055.000000
14855.0,1096.000000
14849.0,1229.000000
14840.0,1278.000000
14838.0,1300.000000
14827.0,1675.000000
14818.0,1705.000000
14816.0,1738.000000
14815.0,1825.000000
