11770.0,1.000000
11763.0,18.000000
11742.0,19.000000
11718.0,23.000000
11711.0,24.000000
11705.0,42.000000
11601.0,46.000000
11560.0,56.000000
11491.0,75.000000
11440.0,122.000000
11392.0,154.000000
11370.0,181.000000
11325.0,204.000000
11280.0,214.000000
11137.0,219.000000
11103.0,231.000000
11052.0,234.000000
10983.0,238.000000
10928.0,252.000000
10843.0,264.000000
10771.0,269.000000
10763.0,278.000000
10750.0,282.000000
10728.0,284.000000
10710.0,286.000000
10689.0,287.000000
10667.0,291.000000
10634.0,293.000000
10621.0,299.000000
10618.0,546.000000
