11682.0,26.000000
11670.0,31.000000
11669.0,47.000000
11656.0,49.000000
11648.0,58.000000
11643.0,60.000000
11619.0,68.000000
11612.0,70.000000
11602.0,231.000000
11595.0,233.000000
11593.0,394.000000
11576.0,440.000000
11566.0,456.000000
11563.0,461.000000
11558.0,526.000000
11544.0,570.000000
11541.0,575.000000
11537.0,591.000000
11510.0,595.000000
11483.0,602.000000
11474.0,1450.000000
11467.0,14302.000000
11458.0,15150.000000
11451.0,17890.000000
11450.0,1207062.000000
11443.0,1209802.000000
