16987.0,31.000000
16981.0,36.000000
16977.0,47.000000
16942.0,357.000000
16936.0,362.000000
16932.0,373.000000
16931.0,389.000000
16822.0,422.000000
16769.0,4075.000000
16767.0,4988.000000
16764.0,5009.000000
16757.0,18080.000000
16754.0,18156.000000
16747.0,18187.000000
16745.0,41610.000000
16731.0,43963.000000
16723.0,127734.000000
16711.0,150943.000000
16705.0,153150.000000
16704.0,156022.000000
16699.0,264437.000000
16697.0,264465.000000
16696.0,469781.000000
16689.0,469965.000000
16685.0,476311.000000
16632.0,1112064.000000
16590.0,1112111.000000
16485.0,1112113.000000
16481.0,1112129.000000
16475.0,1112178.000000
16440.0,1114070.000000
16436.0,1114086.000000
16430.0,1114135.000000
16418.0,1114394.000000
16315.0,1114396.000000
16309.0,1114412.000000
16265.0,1139550.000000
16251.0,1139610.000000
16249.0,1142154.000000
16247.0,1142338.000000
16243.0,1251809.000000
16240.0,1445889.000000
16239.0,1456638.000000
16237.0,1457050.000000
16233.0,1457306.000000
16231.0,1457311.000000
16229.0,1474599.000000
16228.0,1474985.000000
16226.0,1474990.000000
16225.0,2441107.000000
16222.0,2443020.000000
16211.0,2443069.000000
16208.0,2443113.000000
16196.0,2455203.000000
16195.0,2455480.000000
