5934.0,21.000000
5925.0,23.000000
5910.0,363.000000
5901.0,365.000000
5890.0,395.000000
5870.0,435.000000
5862.0,451.000000
5843.0,454.000000
5838.0,456.000000
5831.0,568.000000
5778.0,2392.000000
5769.0,2397.000000
5766.0,2592.000000
5742.0,4349.000000
5733.0,4354.000000
5730.0,4549.000000
5727.0,4761.000000
5706.0,4826.000000
5675.0,4837.000000
5674.0,42012.000000
5643.0,42023.000000
5627.0,48351.000000
5616.0,48563.000000
5612.0,445867.000000
5610.0,503277.000000
5608.0,504647.000000
5606.0,504712.000000
5604.0,1144552.000000
5579.0,1144574.000000
5572.0,1445955.000000
5547.0,1445977.000000
5531.0,1490013.000000
5520.0,1491122.000000
